,callDateTime,priority,district,description,callNumber,incidentLocation,location,month,day,year,hour,min,sec,ampm,t
2735070,7/18/2017 16:44,Medium,ED,911/NO  VOICE,P171992067,3900 PULASKI HY,"(39.2968033,-76.5644872)",7,18,2017,28,44,0,PM,60240
2735071,7/18/2017 16:47,Medium,SE,911/HANGUP,P171992069,100 N LUZERNE AV,"(39.2932710,-76.5807600)",7,18,2017,28,47,0,PM,60420
2735072,7/18/2017 16:47,Medium,WD,COMMON ASSAULT,P171992070,2400 LIBERTY HEIGHTS AV,"(39.3189508,-76.6537455)",7,18,2017,28,47,0,PM,60420
2735073,7/18/2017 16:47,Medium,NE,AUTO THEFT,P171992071,4400 FURLEY AV,"(39.3315030,-76.5569180)",7,18,2017,28,47,0,PM,60420
2735074,7/18/2017 16:49,Medium,CD,FAMILY DISTURB,P171992072,1400 PENNSYLVANIA AV,"(39.3011684,-76.6317262)",7,18,2017,28,49,0,PM,60540
2735075,7/18/2017 16:48,Medium,NW,DISORDERLY,P171992074,5100 PARK HEIGHTS AV,"(39.3482879,-76.6750600)",7,18,2017,28,48,0,PM,60480
2735076,7/18/2017 16:52,Non-Emergency,ED,Repairs/Service,P171992075,100,"(39.3810499,-76.6572571)",7,18,2017,28,52,0,PM,60720
2735077,7/18/2017 16:51,High,ND,SILENT ALARM,P171992076,3800 GREENWAY,"(39.3346147,-76.6135955)",7,18,2017,28,51,0,PM,60660
2735078,7/18/2017 16:50,Medium,NE,FAMILY DISTURB,P171992077,1700 E 29TH ST,"(39.3248340,-76.5917610)",7,18,2017,28,50,0,PM,60600
2735079,7/18/2017 16:53,Low,ND,DESTRUCT PROP,P171992079,2900 WOODLAND AV,"(39.3469170,-76.6657660)",7,18,2017,28,53,0,PM,60780
2735080,7/18/2017 16:50,Medium,NE,MISSING PERSON,P171992080,6200 LAURELTON AV,"(39.3614879,-76.5657486)",7,18,2017,28,50,0,PM,60600
2735081,7/18/2017 16:53,Medium,CD,911/NO  VOICE,P171992081,300 BLOOM ST,"(39.3097045,-76.6344634)",7,18,2017,28,53,0,PM,60780
2735082,7/18/2017 16:53,Medium,NW,911/NO  VOICE,P171992082,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)",7,18,2017,28,53,0,PM,60780
2735083,7/18/2017 16:52,Medium,SD,BURGLARY,P171992085,4100 CLEVE CT,"(39.2303012,-76.6004235)",7,18,2017,28,52,0,PM,60720
2735084,7/18/2017 16:53,Medium,CD,911/NO  VOICE,P171992087,300 BLOOM ST,"(39.3097045,-76.6344634)",7,18,2017,28,53,0,PM,60780
2735085,7/18/2017 16:50,Low,NW,CLSD,P171992088,4100 GROVELAND AV,"(39.3410390,-76.6873120)",7,18,2017,28,50,0,PM,60600
2735086,7/18/2017 16:55,High,SD,Traffic Stop,P171992089,2300 ANNAPOLIS RD,"(39.2630560,-76.6342830)",7,18,2017,28,55,0,PM,60900
2735087,7/18/2017 16:52,Medium,SW,FAMILY DISTURB,P171992090,2100 PARKSLEY AV,"(39.2636664,-76.6506875)",7,18,2017,28,52,0,PM,60720
2735088,7/18/2017 16:55,Medium,NE,911/NO  VOICE,P171992091,5300 BELAIR RD,"(39.3387817,-76.5525491)",7,18,2017,28,55,0,PM,60900
2735089,7/18/2017 16:54,Medium,CD,NARCOTICSOutside,P171992093,1500 BLK ARGYLE AV,"(39.3012570,-76.6341039)",7,18,2017,28,54,0,PM,60840
2735090,7/18/2017 16:51,Medium,SW,FAMILY DISTURB,P171992094,2100 PARKSLEY AV,"(39.2636664,-76.6506875)",7,18,2017,28,51,0,PM,60660
2735091,7/18/2017 16:55,Medium,CD,911/NO  VOICE,P171992095,0 MARKET PL,"(39.2891440,-76.6071223)",7,18,2017,28,55,0,PM,60900
2735092,7/18/2017 16:52,Non-Emergency,SW,Private Tow,P171992096,3600 W FRANKLIN ST,"(39.2930530,-76.6772140)",7,18,2017,28,52,0,PM,60720
2735093,7/18/2017 16:50,Low,NW,POLICE INFO,P171992097,3500 DEVONSHIRE DR,"(39.3573490,-76.6876850)",7,18,2017,28,50,0,PM,60600
2735094,7/18/2017 16:57,Low,CD,INVESTIGATE,P171992098,300 LIGHT ST,"(39.2851556,-76.6140638)",7,18,2017,28,57,0,PM,61020
2735095,7/18/2017 16:55,Medium,NE,CHECK WELLBEING,P171992099,3700 ELMLEY AV,"(39.3177020,-76.5671069)",7,18,2017,28,55,0,PM,60900
2735096,7/18/2017 17:00,Medium,SD,911/NO  VOICE,P171992100,1100 WICOMICO ST,"(39.2795085,-76.6298070)",7,18,2017,29,0,0,PM,61200
2735097,7/18/2017 17:00,Medium,SD,FAMILY DISTURB,P171992101,1800 W LOMBARD ST,"(39.2862563,-76.6451549)",7,18,2017,29,0,0,PM,61200
2735098,7/18/2017 16:59,Medium,SW,COMMON ASSAULT,P171992102,1200 N WOODINGTON RD,"(39.3000877,-76.6862907)",7,18,2017,28,59,0,PM,61140
2735099,7/18/2017 16:58,Medium,NE,DISORDERLY,P171992103,6200 PULASKI HY,"(39.3062340,-76.5408600)",7,18,2017,28,58,0,PM,61080
2735100,7/18/2017 16:59,Low,SW,TROUBLE UNKNOWN,P171992105,2100 PARKSLEY AV,"(39.2636664,-76.6506875)",7,18,2017,28,59,0,PM,61140
2735101,7/18/2017 17:01,Medium,WD,DISORDERLY,P171992106,1100 N CARROLLTON AV,"(39.3013120,-76.6376760)",7,18,2017,29,1,0,PM,61260
2735102,7/18/2017 16:57,Non-Emergency,SW,SUPV COMPLAINT,P171992107,2100 PARKSLEY AV,"(39.2636664,-76.6506875)",7,18,2017,28,57,0,PM,61020
2735103,7/18/2017 17:02,High,SE,SILENT ALARM,P171992108,100 N BRADFORD ST,"(39.2934045,-76.5842256)",7,18,2017,29,2,0,PM,61320
2735104,7/18/2017 17:04,High,ND,RA POLICE,P171992109,2400 N CHARLES ST,"(39.3163533,-76.6169014)",7,18,2017,29,4,0,PM,61440
2735105,7/18/2017 17:04,Medium,WD,911/NO  VOICE,P171992110,0 N POPPLETON ST,"(39.2888613,-76.6321658)",7,18,2017,29,4,0,PM,61440
2735106,7/18/2017 17:03,High,SW,ROBBERY UNARMED,P171992114,4500 EDMONDSON AV,"(39.2769450,-76.7729402)",7,18,2017,29,3,0,PM,61380
2735107,7/18/2017 17:04,Medium,ED,911/NO  VOICE,P171992116,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)",7,18,2017,29,4,0,PM,61440
2735108,7/18/2017 17:06,High,SE,ARMED PERSON,P171992118,2400 FAIT AV,"(39.2831299,-76.5822838)",7,18,2017,29,6,0,PM,61560
2735109,7/18/2017 17:06,Medium,ED,911/NO  VOICE,P171992120,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)",7,18,2017,29,6,0,PM,61560
2735110,7/18/2017 17:08,High,WD,Traffic Stop,P171992121,1600 BLK N FULTON AV,"(39.3066784,-76.6463211)",7,18,2017,29,8,0,PM,61680
2735111,7/18/2017 17:07,Medium,SD,FAMILY DISTURB,P171992123,800 BETHUNE RD,"(39.2452762,-76.6209044)",7,18,2017,29,7,0,PM,61620
2735112,7/18/2017 17:07,Medium,SD,AUTO THEFT,P171992126,2600 MARBOURNE AV,"(39.2528665,-76.6464760)",7,18,2017,29,7,0,PM,61620
2735113,7/18/2017 17:09,Low,ND,LARCENY,P171992128,2400 N CHARLES ST,"(39.3163533,-76.6169014)",7,18,2017,29,9,0,PM,61740
2735114,7/18/2017 17:09,Non-Emergency,SD,STREET OBSTRUCT,P171992129,1800 EAGLE ST,"(39.2812050,-76.6448966)",7,18,2017,29,9,0,PM,61740
2735115,7/18/2017 17:09,Medium,NE,911/NO  VOICE,P171992130,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)",7,18,2017,29,9,0,PM,61740
2735116,7/18/2017 17:11,Medium,NW,911/NO  VOICE,P171992132,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)",7,18,2017,29,11,0,PM,61860
2735117,7/18/2017 17:11,Medium,SE,911/NO  VOICE,P171992135,1000 E BALTIMORE ST,"(39.2904625,-76.6031475)",7,18,2017,29,11,0,PM,61860
2735118,7/18/2017 17:12,Low,ND,LARCENY,P171992140,100 W UNIVERSITY PY,"(39.3347862,-76.6207386)",7,18,2017,29,12,0,PM,61920
2735119,7/18/2017 17:15,Low,WD,INVESTIGATE,P171992144,0 N POPPLETON ST,"(39.2888613,-76.6321658)",7,18,2017,29,15,0,PM,62100
2735120,7/18/2017 17:08,Low,SE,GET BELONGINGS,P171992146,3600 BLK E LOMBARD ST,"(39.2916600,-76.5673489)",7,18,2017,29,8,0,PM,61680
2735121,7/18/2017 17:16,Medium,NE,JUV DISTURBANCE,P171992151,5900 RADECKE AV,"(39.3305654,-76.5329631)",7,18,2017,29,16,0,PM,62160
2735122,7/18/2017 17:16,High,SW,PROTECTIVE ORDER,P171992155,3800 COLBORNE RD,"(39.2981200,-76.6804900)",7,18,2017,29,16,0,PM,62160
2735123,7/18/2017 17:17,Medium,NW,COMMON ASSAULT,P171992157,6700 PARK HEIGHTS AV,"(39.3622770,-76.7002739)",7,18,2017,29,17,0,PM,62220
2735124,7/18/2017 17:17,Low,SW,WELL BEING,P171992158,1000 POPLAR GROVE ST,"(39.2993010,-76.6655050)",7,18,2017,29,17,0,PM,62220
2735125,7/18/2017 17:20,Medium,CW,Lab Request,P171992159,2500 GLENCOE RD,"(39.3727621,-76.5572835)",7,18,2017,29,20,0,PM,62400
2735126,7/18/2017 17:18,Medium,WD,NARCOTICSOutside,P171992162,1600 BLK VINCENT CT,"(39.3067502,-76.6441326)",7,18,2017,29,18,0,PM,62280
2735127,7/18/2017 17:19,Medium,CD,DISORDERLY,P171992163,200 N HOWARD ST,"(39.2915816,-76.6196011)",7,18,2017,29,19,0,PM,62340
2735128,7/18/2017 17:19,Low,WD,LARCENY,P171992171,1700 APPLETON ST,"(39.3079300,-76.6491790)",7,18,2017,29,19,0,PM,62340
2735129,7/18/2017 17:22,Medium,SD,BURGLARY,P171992173,200 CHERRY HILL RD,"(39.2519465,-76.6184532)",7,18,2017,29,22,0,PM,62520
2735130,7/18/2017 17:21,Medium,NW,SEE TEXT,P171992174,4000 OAKFORD AV,"(39.3360480,-76.6853480)",7,18,2017,29,21,0,PM,62460
2735131,7/18/2017 17:21,Medium,SW,NARCOTICSOutside,P171992175,200 S WICKHAM RD,"(39.2823060,-76.6957549)",7,18,2017,29,21,0,PM,62460
2735132,7/18/2017 17:17,Medium,ND,NARCOTICSOutside,P171992176,100 W 29TH ST,"(39.3231493,-76.6188892)",7,18,2017,29,17,0,PM,62220
2735133,7/18/2017 17:30,Medium,ND,BURGLARY,P171992204,4200 WICKFORD RD,"(39.3399500,-76.6270460)",7,18,2017,29,30,0,PM,63000
2735134,7/18/2017 17:32,High,SW,Traffic Stop,P171992206,W NORTH AV/BLOOMINGDALE RD,"(39.308934,-76.671128)",7,18,2017,29,32,0,PM,63120
2735135,7/18/2017 17:30,Medium,ND,911/NO  VOICE,P171992207,5200 YORK RD,"(39.3477099,-76.6074868)",7,18,2017,29,30,0,PM,63000
2735136,7/18/2017 17:32,High,CD,Traffic Stop,P171992208,N EUTAW ST/W PRESTON ST,"(39.301493,-76.623076)",7,18,2017,29,32,0,PM,63120
2735137,7/18/2017 17:32,Low,ND,INVESTIGATE,P171992212,300 NOTRE DAME LN,"(,)",7,18,2017,29,32,0,PM,63120
2735138,7/18/2017 17:33,Non-Emergency,SW,Other,P171992213,SOUTHWEST DISTRICT,"(39.278780,-76.663529)",7,18,2017,29,33,0,PM,63180
2735139,7/18/2017 17:35,Low,SE,AUTO ACCIDENT,P171992221,LLOYD ST/E PRATT ST,"(39.288229,-76.600745)",7,18,2017,29,35,0,PM,63300
2735140,7/18/2017 17:30,Non-Emergency,SS,SUPV COMPLAINT,P171992223,REISTERSTOWN RD/W ROGERS AV,"(39.347590,-76.690112)",7,18,2017,29,30,0,PM,63000
2735141,7/18/2017 17:35,Medium,SD,DISORDERLY,P171992231,W PATAPSCO AV/ANNAPOLIS RD,"(39.248950,-76.639766)",7,18,2017,29,35,0,PM,63300
2735142,7/18/2017 17:40,High,NE,ARMED PERSON,P171992239,SPRINGWOOD AV/EURITH AV,"(39.347957,-76.531077)",7,18,2017,29,40,0,PM,63600
2735143,7/18/2017 17:40,Medium,WD,NARCOTICSOutside,P171992241,BAKER ST/N MOUNT ST,"(39.306709,-76.644816)",7,18,2017,29,40,0,PM,63600
2735144,7/18/2017 17:40,High,NE,ARMED PERSON,P171992244,SPRINGWOOD AV/PLUMER AV,"(39.348030,-76.532034)",7,18,2017,29,40,0,PM,63600
2735145,7/18/2017 17:24,High,SD,Traffic Stop,P171992177,2100 ANNAPOLIS RD,"(39.2655519,-76.6324557)",7,18,2017,29,24,0,PM,62640
2735146,7/18/2017 17:24,Medium,ED,AUTO THEFT,P171992178,1400 BLK E OLIVER ST,"(39.3072992,-76.5996378)",7,18,2017,29,24,0,PM,62640
2735147,7/18/2017 17:24,Medium,SW,COMMON ASSAULT,P171992179,3500 BLK W LEXINGTON ST,"(39.2906870,-76.6763129)",7,18,2017,29,24,0,PM,62640
2735148,7/18/2017 17:25,Non-Emergency,SE,Repairs/Service,P171992180,100,"(39.3810499,-76.6572571)",7,18,2017,29,25,0,PM,62700
2735149,7/18/2017 17:25,Low,NE,OTHER,P171992181,6500 ROSEMONT AV,"(39.3538410,-76.5347580)",7,18,2017,29,25,0,PM,62700
2735150,7/18/2017 17:26,Medium,NE,BEHAVIOR CRISIS,P171992183,4000 ERDMAN AV,"(39.3143000,-76.5677760)",7,18,2017,29,26,0,PM,62760
2735151,7/18/2017 17:23,Medium,SD,911/NO  VOICE,P171992186,1500 W PATAPSCO AV,"(39.2497168,-76.6404762)",7,18,2017,29,23,0,PM,62580
2735152,7/18/2017 17:25,Medium,NE,911/NO  VOICE,P171992190,5300 HARFORD RD,"(39.3501993,-76.5633220)",7,18,2017,29,25,0,PM,62700
2735153,7/18/2017 17:25,Medium,NE,AUTO THEFT,P171992191,4000 THE ALAMEDA,"(39.3372110,-76.5993809)",7,18,2017,29,25,0,PM,62700
2735154,7/18/2017 17:25,Non-Emergency,SD,LOST PROPERTY,P171992192,2400 S HANOVER ST,"(39.2629308,-76.6146323)",7,18,2017,29,25,0,PM,62700
2735155,7/18/2017 17:27,Medium,NW,DISORDERLY,P171992194,4100 W FOREST PARK AV,"(39.3246416,-76.6872041)",7,18,2017,29,27,0,PM,62820
2735156,7/18/2017 17:28,Low,SE,LARCENY,P171992195,300 GUSRYAN ST,"(39.2905000,-76.5413640)",7,18,2017,29,28,0,PM,62880
2735157,7/18/2017 17:28,Medium,ND,911/NO  VOICE,P171992198,5200 YORK RD,"(39.3477099,-76.6074868)",7,18,2017,29,28,0,PM,62880
2735158,7/18/2017 17:29,Non-Emergency,SW,INVESTIGATE AUTO,P171992200,600 NOTTINGHAM RD,"(39.2932130,-76.7010500)",7,18,2017,29,29,0,PM,62940
2735159,7/18/2017 17:25,Low,NW,WANTED ON WARR,P171992202,3500 DEVONSHIRE DR,"(39.3573490,-76.6876850)",7,18,2017,29,25,0,PM,62700
2735160,7/18/2017 17:24,Non-Emergency,ED,RECOVER PROPERTY,P171992205,400 E 21ST ST,"(39.3134800,-76.6110585)",7,18,2017,29,24,0,PM,62640
2735161,7/18/2017 17:21,Medium,NW,NARCOTICSOutside,P171992210,3900 CHATHAM RD,"(39.3307050,-76.6832820)",7,18,2017,29,21,0,PM,62460
2735162,7/18/2017 17:28,Non-Emergency,SS,SUPV COMPLAINT,P171992225,1500 ARGYLE AV,"(39.3012570,-76.6341039)",7,18,2017,29,28,0,PM,62880
2735163,7/18/2017 17:45,Medium,SD,DISORDERLY,P171992262,WASHINGTON BL/S MONROE ST,"(39.275348,-76.642145)",7,18,2017,29,45,0,PM,63900
2735164,7/18/2017 17:45,Low,CD,HIT AND RUN,P171992263,E LOMBARD ST/MARKET PL,"(39.287887,-76.606723)",7,18,2017,29,45,0,PM,63900
2735165,7/18/2017 17:39,Non-Emergency,NW,Private Tow,P171992284,NORTHWEST PLAZA SHOPPING CENTER,"(39.344782,-76.701405)",7,18,2017,29,39,0,PM,63540
2735166,7/18/2017 17:43,Medium,NW,NARCOTICSOutside,P171992261,3900 CHATHAM RD,"(39.3307050,-76.6832820)",7,18,2017,29,43,0,PM,63780
2735167,7/18/2017 17:44,Low,SD,SEE TEXT,P171992266,900 JACK ST,"(39.2314407,-76.5993140)",7,18,2017,29,44,0,PM,63840
2735168,7/18/2017 17:47,Medium,ND,COMMON ASSAULT,P171992272,N HOWARD ST/W NORTH AV,"(39.310975,-76.619317)",7,18,2017,29,47,0,PM,64020
2735169,7/18/2017 17:48,Low,SD,LARCENY F/AUTO,P171992276,S FREMONT AV/PORTLAND ST,"(39.285090,-76.626747)",7,18,2017,29,48,0,PM,64080
2735170,7/18/2017 17:45,High,NW,PROTECTIVE ORDER,P171992259,3500 HOWARD PARK AV,"(39.3313860,-76.6992889)",7,18,2017,29,45,0,PM,63900
2735171,7/18/2017 17:46,Low,SD,INVESTIGATE,P171992260,1300 RACE ST,"(39.2744990,-76.6173190)",7,18,2017,29,46,0,PM,63960
2735172,7/18/2017 17:48,Medium,CW,Lab Request,P171992264,1100 VALLEY ST,"(39.3028341,-76.6049988)",7,18,2017,29,48,0,PM,64080
2735173,7/18/2017 17:48,Medium,CW,Lab Request,P171992265,6500 ROSEMONT AV,"(39.3538410,-76.5347580)",7,18,2017,29,48,0,PM,64080
2735174,7/18/2017 17:49,Non-Emergency,NE,Repairs/Service,P171992267,100,"(39.3810499,-76.6572571)",7,18,2017,29,49,0,PM,64140
2735175,7/18/2017 17:50,Non-Emergency,ED,RECOVER PROPERTY,P171992268,1200 E LAFAYETTE AV,"(39.3105413,-76.6023847)",7,18,2017,29,50,0,PM,64200
2735176,7/18/2017 17:48,High,SW,SILENT ALARM,P171992269,2800 PRESSTMAN ST,"(39.3048503,-76.6638963)",7,18,2017,29,48,0,PM,64080
2735177,7/18/2017 17:47,Medium,NW,NARCOTICSOutside,P171992270,5300 BLK CORDELIA AV,"(39.3471965,-76.6830756)",7,18,2017,29,47,0,PM,64020
2735178,7/18/2017 17:49,Medium,ND,911/NO  VOICE,P171992271,400 W 26TH ST,"(39.3187920,-76.6212484)",7,18,2017,29,49,0,PM,64140
2735179,7/18/2017 17:51,Medium,NE,NARCOTICS ONVIEW,P171992273,1600 ABBOTSTON ST,"(39.3230385,-76.5941866)",7,18,2017,29,51,0,PM,64260
2735180,7/18/2017 17:50,Medium,NE,911/NO  VOICE,P171992274,2500 HARFORD RD,"(39.3169142,-76.5955223)",7,18,2017,29,50,0,PM,64200
2735181,7/18/2017 17:52,Non-Emergency,SD,FOLLOW UP,P171992275,1900 RAMSAY ST,"(39.2833043,-76.6471800)",7,18,2017,29,52,0,PM,64320
2735182,7/18/2017 17:48,Low,SE,DESTRUCT PROP,P171992277,S PRESIDENT ST/FLEET ST,"(39.284150,-76.602069)",7,18,2017,29,48,0,PM,64080
2735183,7/18/2017 17:51,Medium,WD,NARCOTICSOutside,P171992278,BAKER ST/N SMALLWOOD ST,"(39.306439,-76.652512)",7,18,2017,29,51,0,PM,64260
2735184,7/18/2017 17:52,Low,NW,AUTO ACCIDENT,P171992283,CALLAWAY AV/W COLD SPRING LN,"(39.335591,-76.676532)",7,18,2017,29,52,0,PM,64320
2735185,7/18/2017 17:54,High,WD,Traffic Stop,P171992285,RIGGS AV/N GILMOR ST,"(39.301052,-76.643069)",7,18,2017,29,54,0,PM,64440
2735186,7/18/2017 17:47,Low,ED,HIT AND RUN,P171992288,ORLEANS ST/N BROADWAY,"(39.295149,-76.594182)",7,18,2017,29,47,0,PM,64020
2735187,7/18/2017 17:54,Medium,SD,AUTO ACCIDENT,P171992289,0TH ST/JACK ST,"(39.233144,-76.607503)",7,18,2017,29,54,0,PM,64440
2735188,7/18/2017 17:54,Low,SD,DISABLED VEH,P171992293,COVINGTON ST/KEY HY,"(39.280747,-76.607150)",7,18,2017,29,54,0,PM,64440
2735189,7/18/2017 17:56,Medium,WD,NARCOTICSOutside,P171992297,EDMONDSON AV/N WARWICK AV,"(39.294726,-76.656328)",7,18,2017,29,56,0,PM,64560
2735190,7/18/2017 17:59,Low,ED,WELLNESS CHECK,P171992309,E NORTH AV/N BROADWAY,"(39.312123,-76.595246)",7,18,2017,29,59,0,PM,64740
2735191,7/18/2017 17:57,Medium,SD,COMMON ASSAULT,P171992310,WILKENS AV/S FULTON AV,"(39.282593,-76.644875)",7,18,2017,29,57,0,PM,64620
2735192,7/18/2017 17:58,High,SD,AGGRAV ASSAULT,P171992323,WILKENS AV/S FULTON AV,"(39.282593,-76.644875)",7,18,2017,29,58,0,PM,64680
2735193,7/18/2017 18:00,Medium,SE,COMMON ASSAULT,P171992312,EASTERN AV/S HIGHLAND AV,"(39.286546,-76.569012)",7,18,2017,30,0,0,PM,64800
2735194,7/18/2017 18:02,Low,NE,AUTO ACCIDENT,P171992317,LOCH RAVEN BL/KINGSWAY RD,"(39.344392,-76.592472)",7,18,2017,30,2,0,PM,64920
2735195,7/18/2017 18:03,Non-Emergency,NE,Foot  Patrol,P171992318,BELAIR RD/ERDMAN AV,"(39.321564,-76.573719)",7,18,2017,30,3,0,PM,64980
2735196,7/18/2017 18:03,Medium,ED,911/NO  VOICE,P171992320,500 N CHAPEL ST,"(,)",7,18,2017,30,3,0,PM,64980
2735197,7/18/2017 18:02,Medium,NE,NARCOTICSOutside,P171992332,ECHODALE AV/BELAIR RD,"(39.337570,-76.552454)",7,18,2017,30,2,0,PM,64920
2735198,7/18/2017 18:08,Low,SD,INVESTIGATE,P171992345,BETHUNE RD/ROUND RD,"(39.244141,-76.624886)",7,18,2017,30,8,0,PM,65280
2735199,7/18/2017 18:10,Medium,SD,COMMON ASSAULT,P171992349,S MONROE ST/WASHINGTON BL,"(39.275348,-76.642145)",7,18,2017,30,10,0,PM,65400
2735200,7/18/2017 18:11,Medium,SD,JUV DISTURBANCE,P171992354,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)",7,18,2017,30,11,0,PM,65460
2735201,7/18/2017 18:13,High,WD,Traffic Stop,P171992355,N PULASKI ST/W BALTIMORE ST,"(39.288018,-76.650064)",7,18,2017,30,13,0,PM,65580
2735202,7/18/2017 18:13,Medium,SD,DISORDERLY,P171992360,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)",7,18,2017,30,13,0,PM,65580
2735203,7/18/2017 18:16,Non-Emergency,SW,Foot  Patrol,P171992362,W NORTH AV/N ROSEDALE ST,"(39.308957,-76.669325)",7,18,2017,30,16,0,PM,65760
2735204,7/18/2017 18:16,High,ND,Traffic Stop,P171992368,N CHARLES ST/E 0ST ST,"(39.313230,-76.616695)",7,18,2017,30,16,0,PM,65760
2735205,7/18/2017 18:15,Non-Emergency,SW,INVESTIGATE AUTO,P171992369,S HILTON ST/FREDERICK AV,"(39.280912,-76.672147)",7,18,2017,30,15,0,PM,65700
2735206,7/18/2017 18:19,Medium,WD,BEHAVIOR CRISIS,P171992375,MONDAWMIN MALL,"(39.318644,-76.654012)",7,18,2017,30,19,0,PM,65940
2735207,7/18/2017 18:19,Medium,CW,Lab Request,P171992376,NORTHEAST DISTRICT,"(39.340482,-76.582041)",7,18,2017,30,19,0,PM,65940
2735208,7/18/2017 18:18,Low,SW,HIT AND RUN,P171992388,S CATON AV/WILKENS AV,"(39.274022,-76.671506)",7,18,2017,30,18,0,PM,65880
2735209,7/18/2017 18:18,Medium,SW,COMMON ASSAULT,P171992394,FURROW ST/MCHENRY ST,"(39.284055,-76.651937)",7,18,2017,30,18,0,PM,65880
2735210,7/18/2017 18:24,Medium,CD,JUV DISTURBANCE,P171992397,NB I 100 N/E CHASE ST,"(39.302559,-76.611391)",7,18,2017,30,24,0,PM,66240
2735211,7/18/2017 18:24,Medium,WD,SUSPICIOUS PERS,P171992402,N CAREY ST/W LAFAYETTE AV,"(39.299054,-76.638708)",7,18,2017,30,24,0,PM,66240
2735212,7/18/2017 18:29,Medium,CD,SUSPICIOUS PERS,P171992407,COMMERCE ST/E BALTIMORE ST,"(39.289729,-76.610217)",7,18,2017,30,29,0,PM,66540
2735213,7/18/2017 18:28,Medium,NW,DWI,P171992410,3900 BLK HILLSDALE RD,"(,)",7,18,2017,30,28,0,PM,66480
2735214,7/18/2017 17:32,Medium,NW,911/NO  VOICE,P171992209,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)",7,18,2017,29,32,0,PM,63120
2735215,7/18/2017 17:33,Non-Emergency,ND,FOLLOW UP,P171992211,4100 WELDON PL W,"(39.3368449,-76.6421740)",7,18,2017,29,33,0,PM,63180
2735216,7/18/2017 17:31,Medium,SD,DISORDERLY,P171992214,1300 W PRATT ST,"(39.2855915,-76.6379934)",7,18,2017,29,31,0,PM,63060
2735217,7/18/2017 17:32,Medium,WD,911/NO  VOICE,P171992216,2500 PENNSYLVANIA AV,"(39.3104900,-76.6435070)",7,18,2017,29,32,0,PM,63120
2735218,7/18/2017 17:35,Medium,ND,SICK CASE,P171992218,3700 FALLS RD,"(39.3326920,-76.6358470)",7,18,2017,29,35,0,PM,63300
2735219,7/18/2017 17:33,Low,SE,AUTO ACCIDENT,P171992219,1000 BLK E PRATT ST,"(39.2879480,-76.6015403)",7,18,2017,29,33,0,PM,63180
2735220,7/18/2017 17:36,Medium,NE,COMMON ASSAULT,P171992222,6000 BELAIR RD,"(39.3482617,-76.5387901)",7,18,2017,29,36,0,PM,63360
2735221,7/18/2017 17:32,Medium,WD,NARCOTICSOutside,P171992224,2300 BLK MOSHER ST,"(39.2996348,-76.6535207)",7,18,2017,29,32,0,PM,63120
2735222,7/18/2017 17:35,Medium,SW,911/NO  VOICE,P171992226,2600 WASHINGTON BL,"(39.2423218,-76.6756042)",7,18,2017,29,35,0,PM,63300
2735223,7/18/2017 17:33,Low,NW,DESTRUCT PROP,P171992227,4500 PIMLICO RD,"(39.3417370,-76.6665660)",7,18,2017,29,33,0,PM,63180
2735224,7/18/2017 17:36,Medium,SE,SUSPICIOUS PERS,P171992229,400 S ANN ST,"(39.2865660,-76.5917220)",7,18,2017,29,36,0,PM,63360
2735225,7/18/2017 17:36,Medium,SE,NARCOTICSOutside,P171992232,3400 E BALTIMORE ST,"(39.2926960,-76.5692590)",7,18,2017,29,36,0,PM,63360
2735226,7/18/2017 17:36,Medium,NE,NARCOTICSOutside,P171992233,3400 JUNEWAY,"(39.3181142,-76.5695203)",7,18,2017,29,36,0,PM,63360
2735227,7/18/2017 17:36,Medium,ED,DISORDERLY,P171992234,900 N JANNEY ST,"(39.3018023,-76.5615108)",7,18,2017,29,36,0,PM,63360
2735228,7/18/2017 17:38,Medium,SD,BURGLARY,P171992236,4100 HAGUE AV,"(39.2284486,-76.6013569)",7,18,2017,29,38,0,PM,63480
2735229,7/18/2017 17:39,Medium,WD,911/NO  VOICE,P171992237,2500 PENNSYLVANIA AV,"(39.3104900,-76.6435070)",7,18,2017,29,39,0,PM,63540
2735230,7/18/2017 17:40,Low,ED,LARCENY F/AUTO,P171992238,400 N CHESTER ST,"(39.2957521,-76.5878873)",7,18,2017,29,40,0,PM,63600
2735231,7/18/2017 17:42,Low,ND,Transport,P171992240,5400 YORK RD,"(39.3477099,-76.6074868)",7,18,2017,29,42,0,PM,63720
2735232,7/18/2017 17:40,Medium,SE,911/HANGUP,P171992242,6200 E LOMBARD ST,"(39.2960769,-76.5409324)",7,18,2017,29,40,0,PM,63600
2735233,7/18/2017 17:41,Medium,NW,COMMON ASSAULT,P171992243,3800 LIBERTY HEIGHTS AV,"(39.3273370,-76.6811980)",7,18,2017,29,41,0,PM,63660
